English,Chinese,PartOfSpeech,type,Class,Semester,Unit,Page,VocabularyId,ConceptId,ContentKind,AudioText,AcceptedAnswers,QuizModes,ExampleSentence,ExampleChinese,ExampleStatus,BaseForm,PastTense,PastParticiple,FullForm,ShortForm,RelationType,RelatedTerms,SingularForm,PluralForm,ClozePrompt,ClozeAnswer,NeedsReview,ReviewNotes,SourceKind,SourceFile,SourceImage,OCRConfidence
plug in,把……插入插頭,verb_phrase,phrase,Class 20,First Semester,U3,p.21,,,phrase,plug in,plug in,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
tow,拖吊,verb,word,Class 20,First Semester,U3,p.21,,,word,tow,tow,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
mix,混合,verb,word,Class 20,First Semester,U3,p.21,,,word,mix,mix,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
thousands of <Ns>,數以千計的,phrase,word,Class 20,First Semester,U3,p.21,,,word,,thousands of <Ns>,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
mouse,老鼠,noun,spelling_change,Class 20,First Semester,U3,p.21,,,spelling_change,mouse,mouse,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,spelling_change,,mouse,mice,,,No,各造一句,ocr,way_to_go_12_images_20260913,Scan_20260913_205318.jpg,0.96
by the time,當……的時候,conjunction,phrase,Class 21,First Semester,U3,p.22,,,phrase,by the time,by the time,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
front,在前的；前面的,adjective,word,Class 21,First Semester,U3,p.22,,,word,front,front,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
shot,鉛球,noun,word,Class 21,First Semester,U3,p.22,,,word,shot,shot,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
meter,公尺,noun,word,Class 21,First Semester,U3,p.22,,,word,meter,meter,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
row,排；行；列,noun,word,Class 21,First Semester,U3,p.22,,,word,row,row,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
seat,座位,noun,word,Class 21,First Semester,U3,p.22,,,word,seat,seat,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
grocery store,雜貨店,noun_phrase,phrase,Class 21,First Semester,U3,p.22,,,phrase,grocery store,grocery store,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
principal,校長,noun,word,Class 21,First Semester,U3,p.22,,,word,principal,principal,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
palace,皇宮；宮殿,noun,word,Class 21,First Semester,U3,p.22,,,word,palace,palace,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
banquet,宴會,noun,word,Class 21,First Semester,U3,p.22,,,word,banquet,banquet,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
own,擁有（尤其指買來的東西）,verb,word,Class 21,First Semester,U3,p.22,,,word,own,own,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
prepare,準備,verb,word,Class 21,First Semester,U3,p.22,,,word,prepare,prepare,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
copy,複製品,noun,spelling_change,Class 21,First Semester,U3,p.22,,,spelling_change,copy,copy,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,spelling_change,,copy,copies,,,No,各造一句,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
throw,丟；擲,verb,irregular_verb,Class 21,First Semester,U3,p.22,,,verb_forms,throw,throw|threw|thrown,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,throw,threw,thrown,,,,,,,,,No,造 Vpp,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
dairy,牛奶的；奶製的；乳品的,adjective,word,Class 22,First Semester,U3,p.15,,,word,dairy,dairy,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
lovely,令人愉快的；極好的,adjective,word,Class 22,First Semester,U3,p.15,,,word,lovely,lovely,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
completely,完全地；全部地,adverb,word,Class 22,First Semester,U3,p.15,,,word,completely,completely,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
section,區；區域,noun,word,Class 22,First Semester,U3,p.15,,,word,section,section,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
brand,品牌,noun,word,Class 22,First Semester,U3,p.15,,,word,brand,brand,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
radio,無線電收發機,noun,word,Class 22,First Semester,U3,p.15,,,word,radio,radio,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205329.jpg,0.96
had better <Vr>,應該；最好,verb_phrase,grammar_form,Class 9,First Semester,U2,p.10,,,grammar_pattern,,had better <Vr>,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,告訴別人應該做的事,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
discount,折扣,noun,word,Class 9,First Semester,U2,p.10,,,word,discount,discount,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
pear,梨子,noun,word,Class 9,First Semester,U2,p.10,,,word,pear,pear,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
quality,品質,noun,word,Class 9,First Semester,U2,p.10,,,word,quality,quality,en_zh_choice|zh_en_choice|listening|spelling,These clothes are of good quality.,這些衣服的品質很好。,source_phrase,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
wool rug,羊毛地毯,noun_phrase,phrase,Class 9,First Semester,U2,p.10,,,phrase,wool rug,wool rug,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
pickpocket,扒手,noun,word,Class 9,First Semester,U2,p.10,,,word,pickpocket,pickpocket,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
elegant,優雅的,adjective,word,Class 9,First Semester,U2,p.10,,,word,elegant,elegant,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
relaxing,令人放鬆的,adjective,word,Class 9,First Semester,U2,p.10,,,word,relaxing,relaxing,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
watch out (for <N>),注意,verb_phrase,phrase,Class 9,First Semester,U2,p.10,,,phrase,,watch out (for <N>),en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
import (from),從……進口,verb,word,Class 9,First Semester,U2,p.10,,,word,import (from),import (from),en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
produce,生產；製造,verb,word,Class 9,First Semester,U2,p.10,,,word,produce,produce,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
record,錄音；錄製,verb,word,Class 9,First Semester,U2,p.10,,,word,record,record,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
exchange,換貨,verb,word,Class 10,First Semester,U2,p.11,,,word,exchange,exchange,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
refund,退貨,verb,word,Class 10,First Semester,U2,p.11,,,word,refund,refund,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
separately,分開地,adverb,word,Class 10,First Semester,U2,p.11,,,word,separately,separately,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
coincidence,巧合,noun,word,Class 10,First Semester,U2,p.11,,,word,coincidence,coincidence,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
cash,現金,noun,word,Class 10,First Semester,U2,p.11,,,word,cash,cash,en_zh_choice|zh_en_choice|listening|spelling,He bought the diamond ring in cash.,他用現金買了鑽戒。,source_phrase,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
credit card,信用卡,noun_phrase,phrase,Class 10,First Semester,U2,p.11,,,phrase,credit card,credit card,en_zh_choice|zh_en_choice|listening|spelling,Could I pay for the meal by credit card?,我可以用信用卡付餐費嗎？,source_phrase,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
silk top,絲質上衣,noun_phrase,phrase,Class 10,First Semester,U2,p.11,,,phrase,silk top,silk top,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
tuxedo,男士晚禮服；燕尾服,noun,word,Class 10,First Semester,U2,p.11,,,word,tuxedo,tuxedo,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
cardigan,無領有扣的毛衣,noun,word,Class 10,First Semester,U2,p.11,,,word,cardigan,cardigan,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
wool sweater,羊毛衫（沒扣子）,noun_phrase,phrase,Class 10,First Semester,U2,p.11,,,phrase,wool sweater,wool sweater,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
evening gown,（女人的）晚禮服,noun_phrase,phrase,Class 10,First Semester,U2,p.11,,,phrase,evening gown,evening gown,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
care label,洗滌標,noun_phrase,phrase,Class 10,First Semester,U2,p.11,,,phrase,care label,care label,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
sale,特價；大減價；大拍賣,noun,word,Class 10,First Semester,U2,p.11,,,word,sale,sale,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205134.jpg,0.96
