English,Chinese,PartOfSpeech,type,Class,Semester,Unit,Page,VocabularyId,ConceptId,ContentKind,AudioText,AcceptedAnswers,QuizModes,ExampleSentence,ExampleChinese,ExampleStatus,BaseForm,PastTense,PastParticiple,FullForm,ShortForm,RelationType,RelatedTerms,SingularForm,PluralForm,ClozePrompt,ClozeAnswer,NeedsReview,ReviewNotes,SourceKind,SourceFile,SourceImage,OCRConfidence
celebrate,慶祝,verb,word,Class 3,First Semester,U1,p.4,,,word,celebrate,celebrate,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
walk the dog,遛狗,verb_phrase,phrase,Class 3,First Semester,U1,p.4,,,phrase,walk the dog,walk the dog,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
passive voice,被動語態,noun,phrase,Class 3,First Semester,U1,p.4,,,phrase,passive voice,passive voice,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
active voice,主動語態,noun,phrase,Class 3,First Semester,U1,p.4,,,phrase,active voice,active voice,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
French,法文,noun,word,Class 3,First Semester,U1,p.4,,,word,French,French,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
Canada,加拿大,noun,word,Class 3,First Semester,U1,p.4,,,word,Canada,Canada,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
Britain,不列顛（地名）,noun,word,Class 3,First Semester,U1,p.4,,,word,Britain,Britain,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
Thanksgiving,感恩節,noun,word,Class 3,First Semester,U1,p.4,,,word,Thanksgiving,Thanksgiving,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
Iceland,冰島,noun,word,Class 3,First Semester,U1,p.4,,,word,Iceland,Iceland,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
durian,榴槤,noun,word,Class 3,First Semester,U1,p.4,,,word,durian,durian,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
speak,講（語言）,verb,irregular_verb,Class 3,First Semester,U1,p.4,,,verb_forms,speak,speak|spoke|spoken,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,speak,spoke,spoken,,,,,,,,,No,各造一句,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
popular,受歡迎的,adjective,word,Class 4,First Semester,U1,p.5,,,word,popular,popular,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
discover,發現,verb,word,Class 4,First Semester,U1,p.5,,,word,discover,discover,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
play,劇本；戲劇,noun,word,Class 4,First Semester,U1,p.5,,,word,play,play,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
America,美國,noun,word,Class 4,First Semester,U1,p.5,,,word,America,America,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
rob,搶劫,verb,irregular_verb,Class 4,First Semester,U1,p.5,,,verb_forms,rob,rob|robbed|robbed,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,rob,robbed,robbed,,,,,,,,,No,各造一句,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
write,寫；書寫,verb,irregular_verb,Class 4,First Semester,U1,p.5,,,verb_forms,write,write|wrote|written,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,write,wrote,written,,,,,,,,,No,各造一句,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
steal,偷竊,verb,irregular_verb,Class 4,First Semester,U1,p.5,,,verb_forms,steal,steal|stole|stolen,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,steal,stole,stolen,,,,,,,,,No,各造一句,ocr,way_to_go_12_images_20260913,Scan_20260913_204931.jpg,0.96
repair,修理 (= fix),verb,word,Class 5,First Semester,U1,p.6,,,word,repair,repair,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
announce,宣佈,verb,word,Class 5,First Semester,U1,p.6,,,word,announce,announce,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
serve,（給某人）端上；提供,verb,word,Class 5,First Semester,U1,p.6,,,word,serve,serve,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
invite,邀請,verb,word,Class 5,First Semester,U1,p.6,,,word,invite,invite,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
type,用電腦打字,verb,word,Class 5,First Semester,U1,p.6,,,word,type,type,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
restaurant,餐廳,noun,word,Class 5,First Semester,U1,p.6,,,word,restaurant,restaurant,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
secretary,秘書,noun,word,Class 5,First Semester,U1,p.6,,,word,secretary,secretary,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
bill,帳單,noun,word,Class 5,First Semester,U1,p.6,,,word,bill,bill,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
news,新聞；消息,noun,word,Class 5,First Semester,U1,p.6,,,word,news,news,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
later,較晚地,adverb,word,Class 5,First Semester,U1,p.6,,,word,later,later,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
pay,付款,verb,irregular_verb,Class 5,First Semester,U1,p.6,,,verb_forms,pay,pay|paid|paid,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,pay,paid,paid,,,,,,,,,No,各造一句,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
mean,刻薄的,adjective,word,Class 6,First Semester,U1,p.7,,,word,mean,mean,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
scary,嚇人的；恐怖的,adjective,word,Class 6,First Semester,U1,p.7,,,word,scary,scary,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
haunted,鬧鬼的,adjective,word,Class 6,First Semester,U1,p.7,,,word,haunted,haunted,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
miserable,悲慘的,adjective,word,Class 6,First Semester,U1,p.7,,,word,miserable,miserable,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
kind,仁慈的,adjective,word,Class 6,First Semester,U1,p.7,,,word,kind,kind,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
bright,明亮的,adjective,word,Class 6,First Semester,U1,p.7,,,word,bright,bright,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
manor,莊園宅邸,noun,word,Class 6,First Semester,U1,p.7,,,word,manor,manor,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
mansion,豪宅,noun,word,Class 6,First Semester,U1,p.7,,,word,mansion,mansion,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
great-grandson,曾孫,noun,word,Class 6,First Semester,U1,p.7,,,word,great-grandson,great-grandson,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
plan,計畫,noun,word,Class 6,First Semester,U1,p.7,,,word,plan,plan,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
heat,暖氣,noun,word,Class 6,First Semester,U1,p.7,,,word,heat,heat,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
cover,覆蓋,verb,word,Class 6,First Semester,U1,p.7,,,word,cover,cover,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
leaf,樹葉,noun,spelling_change,Class 6,First Semester,U1,p.7,,,spelling_change,leaf,leaf,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,spelling_change,,leaf,leaves,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
workman,工人,noun,spelling_change,Class 6,First Semester,U1,p.7,,,spelling_change,workman,workman,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,spelling_change,,workman,workmen,,,No,各造一句,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
build,建造,verb,irregular_verb,Class 6,First Semester,U1,p.7,,,verb_forms,build,build|built|built,en_zh_choice|zh_en_choice|listening|spelling|verb_forms,,,missing,build,built,built,,,,,,,,,No,只造 Vpp,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
<A> <BeV> covered with <B>,A 被 B 覆蓋,grammar,grammar_form,Class 6,First Semester,U1,p.7,,,grammar_pattern,,<A> <BeV> covered with <B>,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,文法模板或插槽,ocr,way_to_go_12_images_20260913,Scan_20260913_205024.jpg,0.96
following,（時間上）接著的,adjective,word,Class 7,First Semester,U1,p.8,,,word,following,following,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
local,當地的,adjective,word,Class 7,First Semester,U1,p.8,,,word,local,local,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
huge,巨大的,adjective,word,Class 7,First Semester,U1,p.8,,,word,huge,huge,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
proud,驕傲的；自豪的,adjective,word,Class 7,First Semester,U1,p.8,,,word,proud,proud,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
proudly,驕傲地；自豪地,adverb,word,Class 7,First Semester,U1,p.8,,,word,proudly,proudly,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
cloth,布；布料,noun,word,Class 7,First Semester,U1,p.8,,,word,cloth,cloth,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
darkness,黑暗；暗處,noun,word,Class 7,First Semester,U1,p.8,,,word,darkness,darkness,en_zh_choice|zh_en_choice|listening|spelling,I can’t see anything in the darkness.,我在黑暗中什麼都看不見。,source_phrase,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
difference,不同處；區別,noun,word,Class 7,First Semester,U1,p.8,,,word,difference,difference,en_zh_choice|zh_en_choice|listening|spelling,Can you tell us the difference between a horse and a donkey?,你能告訴我們馬和驢的不同嗎？,source_phrase,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
rope,繩子,noun,word,Class 7,First Semester,U1,p.8,,,word,rope,rope,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
fall away,掉落,verb_phrase,phrase,Class 7,First Semester,U1,p.8,,,phrase,fall away,fall away,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
pull,拉；扯,verb,word,Class 7,First Semester,U1,p.8,,,word,pull,pull,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
redecorate,重新裝潢,verb,word,Class 7,First Semester,U1,p.8,,,word,redecorate,redecorate,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
seem,似乎,verb,word,Class 7,First Semester,U1,p.8,,,word,seem,seem,en_zh_choice|zh_en_choice|listening|spelling,He seemed very happy yesterday.,他昨天似乎很開心。,source_phrase,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
gasp,（驚奇、痛苦或震驚而）倒抽一口氣,verb,word,Class 7,First Semester,U1,p.8,,,word,gasp,gasp,en_zh_choice|zh_en_choice|listening|spelling,Everyone gasped when they saw the superstar.,每個人看到那位巨星時都倒抽一口氣。,source_phrase,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
What is going on?,發生什麼事？,phrase,phrase,Class 7,First Semester,U1,p.8,,,phrase,What is going on?,What is going on?,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
introduction,介紹,noun,word,Class 8,First Semester,U1,p.9,,,word,introduction,introduction,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
wood,木頭,noun,word,Class 8,First Semester,U1,p.9,,,word,wood,wood,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
truck,卡車,noun,word,Class 8,First Semester,U1,p.9,,,word,truck,truck,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
van,廂型車,noun,word,Class 8,First Semester,U1,p.9,,,word,van,van,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
hammer,槌子,noun,word,Class 8,First Semester,U1,p.9,,,word,hammer,hammer,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
nail,釘子,noun,word,Class 8,First Semester,U1,p.9,,,word,nail,nail,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
brush,刷子,noun,word,Class 8,First Semester,U1,p.9,,,word,brush,brush,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
colorful,顏色鮮豔的,adjective,word,Class 8,First Semester,U1,p.9,,,word,colorful,colorful,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
alone,獨自地,adverb,word,Class 8,First Semester,U1,p.9,,,word,alone,alone,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
then,然後,adverb,word,Class 8,First Semester,U1,p.9,,,word,then,then,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
finally,最後,adverb,word,Class 8,First Semester,U1,p.9,,,word,finally,finally,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
first,首先；起初；一開始,adverb,word,Class 8,First Semester,U1,p.9,,,word,first,first,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205047.jpg,0.96
hand-washed,手洗的,adjective,word,Class 11,First Semester,U2,p.11,,,word,hand-washed,hand-washed,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
flat,平放地,adverb,word,Class 11,First Semester,U2,p.11,,,word,flat,flat,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
certainly,當然；沒問題；確實,adverb,word,Class 11,First Semester,U2,p.11,,,word,certainly,certainly,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
dry,（把……）弄乾,verb,word,Class 11,First Semester,U2,p.11,,,word,dry,dry,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
dry-clean,乾洗,verb,word,Class 11,First Semester,U2,p.11,,,word,dry-clean,dry-clean,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,不造句,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
babysitter,褓姆,noun,word,Class 11,First Semester,U2,p.11,,,word,babysitter,babysitter,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
parrot,鸚鵡,noun,word,Class 11,First Semester,U2,p.11,,,word,parrot,parrot,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
decorate,裝飾,verb,word,Class 11,First Semester,U2,p.11,,,word,decorate,decorate,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
water,澆水,verb,word,Class 11,First Semester,U2,p.11,,,word,water,water,en_zh_choice|zh_en_choice|listening|spelling,,,missing,,,,,,,,,,,,No,,ocr,way_to_go_12_images_20260913,Scan_20260913_205212.jpg,0.96
